Book_Name,Author_Name,Book_URL,Edition_Type,Price,Star_Rating,Reviews
The Diary Of A Young Girl -FINGERPRINT,Anne Frank,https://amazon.in/Diary-Young-Girl-Anne-Frank/dp/8172345194/ref=zg_bs_g_1318064031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"43,035"
WINGS OF FIRE: AUTOBIOGRAPHY OF ABDUL KALAM,Missing,https://amazon.in/WINGS-FIRE-AUTOBIOGRAPHY-ABDUL-KALAM/dp/8173711461/ref=zg_bs_g_1318064031_sccl_17/000-0000000-0000000?psc=1,Hardcover,Missing,4.6 out of 5 stars,Arun Tiwari
HereThere and Everywhere : Best-Loved,Missing,https://amazon.in/Here-There-Everywhere-Best-Loved-Stories/dp/0143444344/ref=zg_bs_g_1318064031_sccl_18/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,Murty Sudha
Why I am an Atheist and Other Works,Bhagat Singh,https://amazon.in/Atheist-Other-Works-Bhagat-Singh/dp/9387022811/ref=zg_bs_g_1318064031_sccl_19/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"6,463"
Make You Bed,Admiral William H. McRaven,https://amazon.in/Make-Your-Bed-William-McRaven/dp/0718188861/ref=zg_bs_g_1318064031_sccl_20/000-0000000-0000000?psc=1,Hardcover,Missing,4.5 out of 5 stars,"20,006"
My Inventions Autobiography of Nikola Tesla,Nikola Tesla,https://amazon.in/My-Inventions-Autobiography-Nikola-Tesla/dp/9354401473/ref=zg_bs_g_1318064031_sccl_21/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"4,832"
Indias Struggle for Independence: 1857-1947 [Paperback] Bipan Chandra,Bipan Chandra,https://amazon.in/Indias-Struggle-Independence-Bipan-Chandra/dp/0140107819/ref=zg_bs_g_1318064031_sccl_22/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"8,396"
Introducing Buddha: A Graphic Guide (Graphic Guides),Borin Van Loon,https://amazon.in/Introducing-Buddha-Graphic-Guide-ebook/dp/B00KFEJNY0/ref=zg_bs_g_1318064031_sccl_23/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.0 out of 5 stars,356
Doglapan: The Hard Truth about Life and Start-Ups,Ashneer Grover,https://amazon.in/Doglapan-Hard-Truth-about-Start-Ups/dp/067009711X/ref=zg_bs_g_1318064031_sccl_24/000-0000000-0000000?psc=1,Hardcover,Missing,4.3 out of 5 stars,"2,837"
Autobiography of A Yogi (Hardcover),Paramahansa Yogananda,https://amazon.in/Autobiography-Yogi-Complete-Paramahansa-Yogananda/dp/8190256203/ref=zg_bs_g_1318064031_sccl_25/000-0000000-0000000?psc=1,Hardcover,Missing,4.6 out of 5 stars,"9,499"
Autobiography of a Yogi,Paramahansa Yogananda,https://amazon.in/Autobiography-Yogi-Paramahansa-Yogananda/dp/9390600901/ref=zg_bs_g_1318064031_sccl_26/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"10,588"
IGNITED MINDS,A P J  Abdul Kalam,https://amazon.in/IGNITED-MINDS-P-Abdul-Kalam/dp/0143424122/ref=zg_bs_g_1318064031_sccl_27/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"4,393"
World's Greatest Leaders,Wonder House Books,https://amazon.in/Worlds-Greatest-Leaders-Inspirational-Personalities/dp/9388369041/ref=zg_bs_g_1318064031_sccl_28/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"3,041"
"STEVE JOBS (PB): THE EXCLUSIVE BIOGRAPHY [Paperback] Isaacson, Walter",Walter Isaacson,https://amazon.in/STEVE-JOBS-EXCLUSIVE-BIOGRAPHY-Paperback/dp/034914043X/ref=zg_bs_g_1318064031_sccl_29/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,"20,803"
The Story Of My Experiments With Truth Mahatma Gandhi An Autobiography Hindi,Missing,https://amazon.in/Story-Experiments-Mahatma-Gandhi-Autobiography/dp/9390183502/ref=zg_bs_g_1318064031_sccl_30/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,Mahatma Gandhi
Mother I Never Knew The,Missing,https://amazon.in/Mother-Never-Knew-Two-Novellas/dp/0143422251/ref=zg_bs_g_1318064031_sccl_1/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Murty Sudha
AUTOBIOGRAPHY OF A YOGI (HB),Missing,https://amazon.in/AUTOBIOGRAPHY-YOGI-HB-YOGANANDA/dp/B01BITKOXY/ref=zg_bs_g_1318064031_sccl_2/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,YOGANANDA
Balidan : Stories of India's Greatest Para Special Forces Operatives,Swapnil Pandey,https://amazon.in/Balidan-Stories-Greatest-Special-Operatives/dp/9356993556/ref=zg_bs_g_1318064031_sccl_3/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,241
Ambedkar's India,Missing,https://amazon.in/Ambedkars-India-B-R-Ambedkar/dp/9387022897/ref=zg_bs_g_1318064031_sccl_4/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,B.R.Ambedkar
THE GOPI DIARIES BOXSET: set of 3 books,Missing,https://amazon.in/GOPI-DIARIES-BOXSET-Sudha-Murty/dp/9356295522/ref=zg_bs_g_1318064031_sccl_5/000-0000000-0000000?psc=1,Hardcover,Missing,4.7 out of 5 stars,Sudha Murty
Shoe Dog,Phil Knight,https://amazon.in/Shoe-Dog-Memoir-Creator-NIKE/dp/1471146723/ref=zg_bs_g_1318064031_sccl_6/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"57,032"
Mossad [Paperback] Michael Bar-Zohar and Nissim Mishal [Paperback] Michael Bar-Zohar & Nissim Mishal,Missing,https://amazon.in/Mossad-Michael-Bar-Zohar/dp/8184958455/ref=zg_bs_g_1318064031_sccl_7/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Michael Bar-Zohar & Nissim Mishal
"Aleph Book The Less You Preach, The More You Learn Aphorisms for Our Age",Shashi Tharoor,https://amazon.in/Aleph-Book-Preach-Learn-Aphorisms/dp/9395853905/ref=zg_bs_g_1318064031_sccl_8/000-0000000-0000000?psc=1,Hardcover,Missing,5.0 out of 5 stars,2
Autobiography of a Yogi (Marathi),Paramahansa Yogananda,https://amazon.in/Autobiography-Yogi-Marathi-Paramahansa-Yogananda/dp/8190256254/ref=zg_bs_g_1318064031_sccl_9/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,924
How Prime Ministers Decide,Neerja Chowdhury,https://amazon.in/Prime-Ministers-Decide-Neerja-Chowdhury/dp/9390652456/ref=zg_bs_g_1318064031_sccl_10/000-0000000-0000000?psc=1,Hardcover,Missing,4.4 out of 5 stars,142
When Breath Becomes Air,Paul Kalanithi,https://amazon.in/When-Breath-Becomes-Paul-Kalanithi/dp/1847923674/ref=zg_bs_g_1318064031_sccl_11/000-0000000-0000000?psc=1,Board book,Missing,4.6 out of 5 stars,"98,304"
GOING VIRAL MAKING OF COVAXIN: THE INSIDE STORY,Missing,https://amazon.in/GOING-VIRAL-MAKING-COVAXIN-INSIDE/dp/9355200226/ref=zg_bs_g_1318064031_sccl_12/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Balram Bhargava
Kitne Ghazi Aye Kitne Ghazi Gaye: A Memoir: A True Life Account of Bravery And Sacrifice of An Army Soldier Who Served India For More Than 40 Years,Missing,https://amazon.in/Kitne-Ghazi-Aye-Gaye-Sacrifice/dp/0670097055/ref=zg_bs_g_1318064031_sccl_13/000-0000000-0000000?psc=1,Hardcover,Missing,4.8 out of 5 stars,Lt Gen KJS 'Tiny' Dhillon
THE GOPI DIARIES: GROWING UP,Missing,https://amazon.in/GOPI-DIARIES-GROWING-UP/dp/9356295506/ref=zg_bs_g_1318064031_sccl_14/000-0000000-0000000?psc=1,Hardcover,Missing,4.7 out of 5 stars,Sudha Murty
Autobiography of a Yogi,Missing,https://amazon.in/Autobiography-of-a-Yogi/dp/B079P54C5J/ref=zg_bs_g_1318064031_sccl_15/000-0000000-0000000?psc=1,Audible Audiobook,Missing,4.6 out of 5 stars,Paramahansa Yogananda
"MANY LIVES, MANY MASTERS [Paperback] Weiss, Brian",Missing,https://amazon.in/MANY-LIVES-MASTERS-BRIAN-WEISS/dp/0749913789/ref=zg_bs_g_1318064031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,DR BRIAN WEISS
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Missing,https://amazon.in/Almanack-Naval-Ravikant-Wealth-Happiness/dp/B08XN477C3/ref=zg_bs_g_1318064031_sccl_17/000-0000000-0000000?psc=1,Audible Audiobook,Missing,4.6 out of 5 stars,Eric Jorgenson
Brief History Of Time,Stephen Hawking,https://amazon.in/Brief-History-Time-Black-Holes/dp/0553175211/ref=zg_bs_g_1318064031_sccl_18/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"14,166"
We Also Make Policy : An Insider's Account of How the Finance Ministry Functions,Missing,https://amazon.in/We-Also-Make-Policy-Functions/dp/9356994714/ref=zg_bs_g_1318064031_sccl_19/000-0000000-0000000?psc=1,Hardcover,Missing,5.0 out of 5 stars,Subhash Chandra Garg
"The Murderer, The Monarch and The Fakir: A New Investigation of Mahatma Gandhi's Assassination",Missing,https://amazon.in/Murderer-Monarch-Fakir-Investigation-Assassination/dp/9354890539/ref=zg_bs_g_1318064031_sccl_20/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,Appu Esthose Suresh
The Psychology Of Money,Morgan Housel,https://amazon.in/Psychology-Money-Morgan-Housel/dp/9390166268/ref=zg_bs_g_1318068031_sccl_1/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"54,839"
Rich Dad Poor Dad: 25th Anniversary Edit,Robert T. Kiyosaki,https://amazon.in/Rich-Dad-Poor-Middle-Anniversary/dp/1612681131/ref=zg_bs_g_1318068031_sccl_2/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"25,868"
The 7 Habits of Highly Effective People: Infographics Edition: Powerful Lessons in Personal Change,Stephen R. Covey,https://amazon.in/Habits-Highly-Effective-People-Powerful-ebook/dp/B01069X4H0/ref=zg_bs_g_1318068031_sccl_3/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.5 out of 5 stars,"18,146"
World's Greatest Pack for Personal Growth and Wealth (Set of 4 Books),Missing,https://amazon.in/Worlds-Greatest-Personal-Growth-Wealth/dp/9389432014/ref=zg_bs_g_1318068031_sccl_4/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Dale Carnegie
Think and Grow Rich THE 21st CENTURY EDITION,Napoleon Hill,https://amazon.in/Think-Grow-Rich-21st-CENTURY/dp/9389931525/ref=zg_bs_g_1318068031_sccl_5/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"4,910"
The Power of Your Subconscious Mind,Joseph Murphy,https://amazon.in/Power-Your-Subconscious-Mind-Success/dp/8172345666/ref=zg_bs_g_1318068031_sccl_6/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"78,061"
Think And Grow Rich - Hindi,Napoleon Hill,https://amazon.in/Think-Grow-Rich-Hindi-Napoleon/dp/8175993561/ref=zg_bs_g_1318068031_sccl_7/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"9,763"
The Power of A Positive Attitude: Your Road To Success,Roger Fritz,https://amazon.in/Power-Positive-Attitude-Your-Success/dp/9389432642/ref=zg_bs_g_1318068031_sccl_8/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"3,988"
THINK AND GROW RICH (PB),Napoleon Hill,https://amazon.in/Think-Grow-Rich-Napoleon-Hill/dp/9353338158/ref=zg_bs_g_1318068031_sccl_9/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"72,733"
As a Man Thinketh,James Allen,https://amazon.in/As-Man-Thinketh-James-Allen/dp/9386538172/ref=zg_bs_g_1318068031_sccl_10/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"11,787"
The 5 Am Club,Robin Sharma,https://amazon.in/AM-Club-Your-Morning-Elevate/dp/9387944891/ref=zg_bs_g_1318068031_sccl_11/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"30,037"
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Missing,https://amazon.in/Psychology-Money-Timeless-Lessons-Happiness/dp/B08D9VV926/ref=zg_bs_g_1318068031_sccl_12/000-0000000-0000000?psc=1,Audible Audiobook,Missing,4.6 out of 5 stars,Morgan Housel
Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings (Mastery Series Book 1),Missing,https://amazon.in/Master-Your-Emotions-Practical-Negativity-ebook/dp/B07CX8H6YH/ref=zg_bs_g_1318068031_sccl_13/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.5 out of 5 stars,thibaut  meurisse
"Deep Work: Rules for Focused Success in a Distracted World [Paperback] Newport, Cal",Cal Newport,https://amazon.in/Deep-Work-Focused-Success-Distracted/dp/0349413681/ref=zg_bs_g_1318068031_sccl_14/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"26,894"
The Richest Man In Babylon - Fingerprint!,George S. Clason,https://amazon.in/Richest-Man-Babylon-George-Clason/dp/9388144317/ref=zg_bs_g_1318068031_sccl_15/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"43,264"
The Almanack Of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,https://amazon.in/Almanack-Naval-Ravikant-Wealth-Happiness/dp/9354893899/ref=zg_bs_g_1318068031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"15,783"
Aapke Avchetan Man Ki Shakti(Hindi Translation of The Power of Your Subconscious Mind),Joseph Murphy,https://amazon.in/Avchetan-Shakti-Power-Subconscious-Hindi/dp/8175993669/ref=zg_bs_g_1318068031_sccl_17/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"13,540"
"Thinking, Fast & Slow (L)",Daniel Kahneman,https://amazon.in/Thinking-Fast-Penguin-Press-Non-Fiction/dp/0141033576/ref=zg_bs_g_1318068031_sccl_18/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"28,058"
What I Learned About Investing from Darw,Pulak Prasad,https://amazon.in/What-Learned-About-Investing-Darw/dp/0231213506/ref=zg_bs_g_1318068031_sccl_19/000-0000000-0000000?psc=1,Hardcover,Missing,4.6 out of 5 stars,366
Money Making Skills by Warren Buffet: Money Making Skills by Warren Buffet: A Guide to Building Wealth (Warren Buffett Investment Strategy Book),Prabhat Prakashan,https://amazon.in/Making-Skills-Buffett-Investment-Strategy-ebook/dp/B08D5XD8R9/ref=zg_bs_g_1318068031_sccl_20/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.0 out of 5 stars,262
"Dhan Sampatti Ka Manovigyan (The Psychology Of Money) [Paperback] Housel, Morgan and Asma",Morgan Housel,https://amazon.in/Dhan-Sampatti-Manovigyan-Psychology-Money/dp/9390166845/ref=zg_bs_g_1318068031_sccl_21/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"2,841"
THE CONCISE 48 LAWS OF POWER,Robert Greene,https://amazon.in/CONCISE-48-LAWS-POWER/dp/1861974043/ref=zg_bs_g_1318068031_sccl_22/000-0000000-0000000?psc=1,Paperback,Missing,4.4 out of 5 stars,"5,488"
The Intelligent Investor (English) Paperback – 2013,Benjamin Graham,https://amazon.in/Intelligent-Investor-English-Paperback-2013/dp/0062312685/ref=zg_bs_g_1318068031_sccl_23/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"38,474"
Janalakal,Missing,https://amazon.in/Janalakal-Anish-Mohan/dp/9359133329/ref=zg_bs_g_1318068031_sccl_24/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,Anish Mohan
How to Make Money With Breakout Trading: A Simple Stock Market Book for Beginners - The Secret of becoming Intelligent Investor - Price Action Trading through subconscious mind and the Power of Now,Indrazith  Shantharaj,https://amazon.in/How-Make-Money-Breakout-Trading-ebook/dp/B08F1T9H9T/ref=zg_bs_g_1318068031_sccl_25/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.3 out of 5 stars,"2,671"
How to Make Money With Breakout Trading: A Simple Stock Market Book for Beginners - The Secret of becoming Intelligent Investor - Price Action Trading through subconscious mind and the Power of Now,Indrazith Shantharaj,https://amazon.in/Make-Money-through-Breakout-Trading/dp/9355430558/ref=zg_bs_g_1318068031_sccl_26/000-0000000-0000000?psc=1,Paperback,Missing,4.3 out of 5 stars,"2,671"
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Missing,https://amazon.in/How-Talk-Anyone-Success-Relationships/dp/B079TJV5ZP/ref=zg_bs_g_1318068031_sccl_27/000-0000000-0000000?psc=1,Audible Audiobook,Missing,4.4 out of 5 stars,Leil Lowndes
Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time [Paperback] Brian Tracy,Missing,https://amazon.in/Eat-That-Frog-Great-Procrastinating/dp/152309513X/ref=zg_bs_g_1318068031_sccl_28/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,TRACY BRIAN
THE RICHEST MAN IN BABYLON (PB),George S. Clason,https://amazon.in/RICHEST-MAN-BABYLON-George-Clason/dp/9355200552/ref=zg_bs_g_1318068031_sccl_29/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"43,264"
Technical Analysis Aur Candlestick Ki Pehchan - Guide To Technical Analysis & Candlesticks Hindi,Missing,https://amazon.in/Technical-Analysis-Aur-Candlestick-Pehchan/dp/B00OZUHBZI/ref=zg_bs_g_1318068031_sccl_30/000-0000000-0000000?psc=1,Paperback,Missing,3.8 out of 5 stars,Ravi Patel
Win Your Inner Battles,Darius Foroux,https://amazon.in/Your-Inner-Battles-Darius-Foroux/dp/0143452207/ref=zg_bs_g_1318068031_sccl_1/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"2,537"
"Communication Book, The",Mikael Krogerus,https://amazon.in/Communication-Book-Mikael-Krogerus/dp/0241982286/ref=zg_bs_g_1318068031_sccl_2/000-0000000-0000000?psc=1,Hardcover,Missing,4.2 out of 5 stars,791
"The Subtle Art of Intraday Trading: A Handbook on How to Bank on Trading Psychology, Options Strategies and Make a Living out of Indian Stock Market even as Beginners",Indrazith Shantharaj,https://amazon.in/Subtle-Art-Intraday-Trading-Psychology-ebook/dp/B09JWPHHC8/ref=zg_bs_g_1318068031_sccl_3/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.3 out of 5 stars,"1,080"
Never Split the Difference : Negotiating as if Your Life Depended on It,Chris Voss,https://amazon.in/Never-Split-Difference-Negotiating-Depended/dp/1847941494/ref=zg_bs_g_1318068031_sccl_4/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"39,403"
Coffee Can Investing: The Low-Risk Road,Missing,https://amazon.in/Coffee-Can-Investing-Stupendous-Wealth/dp/067009045X/ref=zg_bs_g_1318068031_sccl_5/000-0000000-0000000?psc=1,Hardcover,Missing,4.5 out of 5 stars,"Rakshit; Uni Mukherjea, Saurabh; Ranjan"
"Let's Talk Money: You've Worked Hard for It, Now Make It Work for You",Monika Halan,https://amazon.in/Lets-Talk-Money-Youve-Worked/dp/9352779398/ref=zg_bs_g_1318068031_sccl_6/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,"3,541"
The Daily Stoic,Missing,https://amazon.in/Daily-Stoic-Meditations-Perseverance-translations/dp/1781257655/ref=zg_bs_g_1318068031_sccl_7/000-0000000-0000000?psc=1,Paperback,Missing,4.7 out of 5 stars,Ryan Stephen Holiday Hanselman
The Making of a Value Investor : What a bear market taught me about investing,Missing,https://amazon.in/Making-Value-Investor-market-investing/dp/9356994285/ref=zg_bs_g_1318068031_sccl_8/000-0000000-0000000?psc=1,Paperback,Missing,Missing,Gautam Baid
Master Your Thinking: A Practical Guide to Align Yourself with Reality and Achieve Tangible Results in the Real World (Mastery Series Book 5),Thibaut Meurisse,https://amazon.in/Master-Your-Thinking-Practical-Yourself-ebook/dp/B0874WBM3D/ref=zg_bs_g_1318068031_sccl_9/000-0000000-0000000?psc=1,Kindle Edition,Missing,4.5 out of 5 stars,573
Influence : The Psychology of Persuasion (New and Expanded),Missing,https://amazon.in/Influence-Psychology-Persuasion-New-Expanded/dp/0063138808/ref=zg_bs_g_1318068031_sccl_10/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,PhD Robert B. Cialdini
Think & Grow Rich,Missing,https://amazon.in/Think-Grow-Rich-Napoleon-Hill/dp/817234564X/ref=zg_bs_g_1318068031_sccl_11/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Napoleon Hill
One Up On Wall Street: How to Use What You Already Know to Make Money in the Market [Paperback] Lynch,Missing,https://amazon.in/One-Up-Wall-Street-Paperback/dp/0743200403/ref=zg_bs_g_1318068031_sccl_12/000-0000000-0000000?psc=1,Paperback,Missing,4.5 out of 5 stars,Lynch
Make You Bed,Admiral William H. McRaven,https://amazon.in/Make-Your-Bed-William-McRaven/dp/0718188861/ref=zg_bs_g_1318068031_sccl_13/000-0000000-0000000?psc=1,Hardcover,Missing,4.5 out of 5 stars,"20,006"
"The Psychology of Money – Deluxe Edition [Hardcover] Housel, Morgan",Morgan Housel,https://amazon.in/PSYCHOLOGY-MONEY-DELUXE-Morgan-Housel/dp/9390166934/ref=zg_bs_g_1318068031_sccl_14/000-0000000-0000000?psc=1,Hardcover,Missing,4.6 out of 5 stars,"54,839"
The Laws of Human Nature (Export TPB),Robert Greene,https://amazon.in/Laws-Human-Nature-Export-TPB/dp/1781259194/ref=zg_bs_g_1318068031_sccl_15/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,"9,199"
"Let's Talk Mutual Funds : A Systematic, Smart Way to Make Them Work for You",Monika Halan,https://amazon.in/Lets-Talk-Mutual-Funds-Systematic/dp/9356991464/ref=zg_bs_g_1318068031_sccl_16/000-0000000-0000000?psc=1,Paperback,Missing,4.6 out of 5 stars,200
